pract_resp.keys,pract_resp.corr,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,practice.ran,cue_file,flanker,pos,correct,fix1,cue_time,stimStart,participant,date,expName,psychopyVersion,OS,frameRate,pract_resp.rt,key_resp_6.keys,key_resp_6.rt,key_resp_7.keys,key_resp_7.rt,response.keys,response.corr,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,postFix,response.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran
,,,,,,,ANT_images/none.png,ANT_images/neu_l.png,-0.25,e,0.1,0,0.5,team,2020-08-17_15h30.16.281,ANT,2020.1.3,MacIntel,60,,,,,,e,1,0,31,31,6,1,1.6,1.291,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/cong_r.png,0.25,i,1.3,0.1,1.8,team,2020-08-17_15h30.16.281,ANT,2020.1.3,MacIntel,60,,,,,,,0,0,32,32,27,1,0.4,,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/cong_r.png,-0.25,i,1.6,0.1,2.1,team,2020-08-17_15h30.16.281,ANT,2020.1.3,MacIntel,60,,,,,,,0,0,33,33,21,1,0.1,,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/incong_l.png,0.25,e,0.1,0,0.5,team,2020-08-17_15h30.16.281,ANT,2020.1.3,MacIntel,60,,,,,,e,1,0,34,34,4,1,1.6,1.391,,,,,,,,,,
,,,,,,,ANT_images/up.png,ANT_images/neu_r.png,0.25,i,0.8,0.1,1.3,team,2020-08-17_15h30.16.281,ANT,2020.1.3,MacIntel,60,,,,,,,0,0,35,35,37,1,0.9,,,,,,,,,,,
,,,,,,,ANT_images/up.png,ANT_images/incong_l.png,0.25,e,0.5,0.1,1,team,2020-08-17_15h30.16.281,ANT,2020.1.3,MacIntel,60,,,,,,,0,0,36,36,40,1,1.2,,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/cong_l.png,-0.25,e,0.4,0.1,0.9,team,2020-08-17_15h30.16.281,ANT,2020.1.3,MacIntel,60,,,,,,,0,0,37,37,32,1,1.3,,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/neu_l.png,0.25,e,1.1,0.1,1.6,team,2020-08-17_15h30.16.281,ANT,2020.1.3,MacIntel,60,,,,,,,0,0,38,38,12,1,0.6,,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/cong_l.png,-0.25,e,0.1,0,0.5,team,2020-08-17_15h30.16.281,ANT,2020.1.3,MacIntel,60,,,,,,e,1,0,39,39,8,1,1.6,1.243,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/cong_l.png,0.25,e,0.6,0.1,1.1,team,2020-08-17_15h30.16.281,ANT,2020.1.3,MacIntel,60,,,,,,,0,0,40,40,26,1,1.1,,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/neu_r.png,-0.25,i,0.7,0.1,1.2,team,2020-08-17_15h30.16.281,ANT,2020.1.3,MacIntel,60,,,,,,,0,0,41,41,19,1,1,,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/neu_r.png,-0.25,i,0.1,0,0.5,team,2020-08-17_15h30.16.281,ANT,2020.1.3,MacIntel,60,,,,,,i,1,0,42,42,7,1,1.6,1.193,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/cong_r.png,-0.25,i,1.1,0.1,1.6,team,2020-08-17_15h30.16.281,ANT,2020.1.3,MacIntel,60,,,,,,,0,0,43,43,33,1,0.6,,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/neu_l.png,-0.25,e,0.5,0.1,1,team,2020-08-17_15h30.16.281,ANT,2020.1.3,MacIntel,60,,,,,,,0,0,44,44,30,1,1.2,,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/cong_r.png,-0.25,i,0.1,0,0.5,team,2020-08-17_15h30.16.281,ANT,2020.1.3,MacIntel,60,,,,,,i,1,0,45,45,9,1,1.6,1.573,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/neu_l.png,0.25,e,0.6,0.1,1.1,team,2020-08-17_15h30.16.281,ANT,2020.1.3,MacIntel,60,,,,,,,0,0,46,46,24,1,1.1,,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/cong_l.png,0.25,e,1.2,0.1,1.7,team,2020-08-17_15h30.16.281,ANT,2020.1.3,MacIntel,60,,,,,,,0,0,47,47,14,1,0.5,,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/cong_l.png,-0.25,e,0.4,0.1,0.9,team,2020-08-17_15h30.16.281,ANT,2020.1.3,MacIntel,60,,,,,,e,1,1,0,48,32,1,1.3,1.607,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/neu_l.png,0.25,e,1.1,0.1,1.6,team,2020-08-17_15h30.16.281,ANT,2020.1.3,MacIntel,60,,,,,,,0,1,1,49,12,1,0.6,,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/incong_r.png,0.25,i,0.1,0,0.5,team,2020-08-17_15h30.16.281,ANT,2020.1.3,MacIntel,60,,,,,,i,1,1,2,50,5,1,1.6,1.275,,,,,,,,,,
,,,,,,,ANT_images/up.png,ANT_images/cong_l.png,0.25,e,1.5,0.1,2,team,2020-08-17_15h30.16.281,ANT,2020.1.3,MacIntel,60,,,,,,,0,1,3,51,38,1,0.2,,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/neu_l.png,-0.25,e,0.5,0.1,1,team,2020-08-17_15h30.16.281,ANT,2020.1.3,MacIntel,60,,,,,,,0,1,4,52,30,1,1.2,,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/incong_l.png,-0.25,e,1.3,0.1,1.8,team,2020-08-17_15h30.16.281,ANT,2020.1.3,MacIntel,60,,,,,,,0,1,5,53,22,1,0.4,,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/cong_r.png,-0.25,i,1.1,0.1,1.6,team,2020-08-17_15h30.16.281,ANT,2020.1.3,MacIntel,60,,,,,,,0,1,6,54,33,1,0.6,,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/neu_l.png,-0.25,e,0.1,0,0.5,team,2020-08-17_15h30.16.281,ANT,2020.1.3,MacIntel,60,,,,,,e,1,1,7,55,6,1,1.6,1.144,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/cong_l.png,-0.25,e,0.1,0,0.5,team,2020-08-17_15h30.16.281,ANT,2020.1.3,MacIntel,60,,,,,,e,1,1,8,56,8,1,1.6,1.161,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/neu_l.png,-0.25,e,0.8,0.1,1.3,team,2020-08-17_15h30.16.281,ANT,2020.1.3,MacIntel,60,,,,,,,0,1,9,57,18,1,0.9,,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/cong_r.png,0.25,i,1.3,0.1,1.8,team,2020-08-17_15h30.16.281,ANT,2020.1.3,MacIntel,60,,,,,,,0,1,10,58,27,1,0.4,,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/neu_r.png,-0.25,i,0.7,0.1,1.2,team,2020-08-17_15h30.16.281,ANT,2020.1.3,MacIntel,60,,,,,,,0,1,11,59,19,1,1,,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/cong_l.png,0.25,e,0.1,0,0.5,team,2020-08-17_15h30.16.281,ANT,2020.1.3,MacIntel,60,,,,,,e,1,1,12,60,2,1,1.6,1.243,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/cong_l.png,0.25,e,1.2,0.1,1.7,team,2020-08-17_15h30.16.281,ANT,2020.1.3,MacIntel,60,,,,,,,0,1,13,61,14,1,0.5,,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/cong_l.png,-0.25,e,1.5,0.1,2,team,2020-08-17_15h30.16.281,ANT,2020.1.3,MacIntel,60,,,,,,,0,1,14,62,20,1,0.2,,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/neu_r.png,-0.25,i,0.1,0,0.5,team,2020-08-17_15h30.16.281,ANT,2020.1.3,MacIntel,60,,,,,,i,1,1,15,63,7,1,1.6,1.175,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/neu_r.png,0.25,i,1,0.1,1.5,team,2020-08-17_15h30.16.281,ANT,2020.1.3,MacIntel,60,,,,,,,0,1,16,64,13,1,0.7,,,,,,,,,,,
,,,,,,,ANT_images/down.png,ANT_images/neu_l.png,-0.25,e,0.8,0.1,1.3,team,2020-08-17_15h30.16.281,ANT,2020.1.3,MacIntel,60,,,,,,,0,1,17,65,42,1,0.9,,,,,,,,,,,
,,,,,,,ANT_images/up.png,ANT_images/neu_l.png,0.25,e,1.4,0.1,1.9,team,2020-08-17_15h30.16.281,ANT,2020.1.3,MacIntel,60,,,,,,,0,1,18,66,36,1,0.3,,,,,,,,,,,
,,,,,,,ANT_images/up.png,ANT_images/incong_l.png,0.25,e,0.5,0.1,1,team,2020-08-17_15h30.16.281,ANT,2020.1.3,MacIntel,60,,,,,,,0,1,19,67,40,1,1.2,,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/incong_r.png,-0.25,i,0.1,0,0.5,team,2020-08-17_15h30.16.281,ANT,2020.1.3,MacIntel,60,,,,,,i,1,1,20,68,11,1,1.6,1.31,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/incong_l.png,-0.25,e,1.5,0.1,2,team,2020-08-17_15h30.16.281,ANT,2020.1.3,MacIntel,60,,,,,,,0,1,21,69,34,1,0.2,,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/neu_l.png,0.25,e,0.1,0,0.5,team,2020-08-17_15h30.16.281,ANT,2020.1.3,MacIntel,60,,,,,,e,1,1,22,70,0,1,1.6,1.308,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/neu_r.png,0.25,i,0.1,0,0.5,team,2020-08-17_15h30.16.281,ANT,2020.1.3,MacIntel,60,,,,,,i,1,1,23,71,1,1,1.6,1.107,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/incong_r.png,0.25,i,0.9,0.1,1.4,team,2020-08-17_15h30.16.281,ANT,2020.1.3,MacIntel,60,,,,,,,0,1,24,72,29,1,0.8,,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/incong_l.png,-0.25,e,0.1,0,0.5,team,2020-08-17_15h30.16.281,ANT,2020.1.3,MacIntel,60,,,,,,e,1,1,25,73,10,1,1.6,1.475,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/incong_l.png,0.25,e,0.5,0.1,1,team,2020-08-17_15h30.16.281,ANT,2020.1.3,MacIntel,60,,,,,,,0,1,26,74,16,1,1.2,,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/cong_r.png,0.25,i,0.1,0,0.5,team,2020-08-17_15h30.16.281,ANT,2020.1.3,MacIntel,60,,,,,,i,1,1,27,75,3,1,1.6,1.061,,,,,,,,,,
,,,,,,,ANT_images/down.png,ANT_images/incong_r.png,-0.25,i,1,0.1,1.5,team,2020-08-17_15h30.16.281,ANT,2020.1.3,MacIntel,60,,,,,,,0,1,28,76,47,1,0.7,,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/neu_r.png,0.25,i,1.2,0.1,1.7,team,2020-08-17_15h30.16.281,ANT,2020.1.3,MacIntel,60,,,,,,,0,1,29,77,25,1,0.5,,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/cong_r.png,-0.25,i,1.6,0.1,2.1,team,2020-08-17_15h30.16.281,ANT,2020.1.3,MacIntel,60,,,,,,,0,1,30,78,21,1,0.1,,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/incong_r.png,-0.25,i,0.9,0.1,1.4,team,2020-08-17_15h30.16.281,ANT,2020.1.3,MacIntel,60,,,,,,,0,1,31,79,23,1,0.8,,,,,,,,,,,
,,,,,,,ANT_images/up.png,ANT_images/neu_r.png,0.25,i,0.8,0.1,1.3,team,2020-08-17_15h30.16.281,ANT,2020.1.3,MacIntel,60,,,,,,,0,1,32,80,37,1,0.9,,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/incong_r.png,0.25,i,0.4,0.1,0.9,team,2020-08-17_15h30.16.281,ANT,2020.1.3,MacIntel,60,,,,,,i,1,1,33,81,17,1,1.3,1.641,,,,,,,,,,
,,,,,,,ANT_images/down.png,ANT_images/incong_l.png,-0.25,e,1.3,0.1,1.8,team,2020-08-17_15h30.16.281,ANT,2020.1.3,MacIntel,60,,,,,,,0,1,34,82,46,1,0.4,,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/cong_r.png,0.25,i,1.4,0.1,1.9,team,2020-08-17_15h30.16.281,ANT,2020.1.3,MacIntel,60,,,,,,,0,1,35,83,15,1,0.3,,,,,,,,,,,
